Player ID,Full Name,Position,Nationality,Birthday,Height(cm),Weight(kg)
871,Jonathan Tomkinson,Defender,United States,11/04/2002,\N,\N
872,Fikayo Tomori,Defender,England,19/12/1997,185,\N
873,Ivan Toney,Forward,England,16/03/1996,179,70
874,Tony Springett,Midfielder,England,22/09/2002,\N,\N
875,Lucas Torreira,Midfielder,Uruguay,11/02/1996,166,\N
876,Ferran Torres,Forward,Spain,29/02/2000,184,\N
877,Cenk Tosun,Forward,Turkey,07/06/1991,183,\N
878,Toti,Defender,Portugal,16/01/1999,187,72
879,Andros Townsend,Midfielder,England,16/07/1991,181,77
880,James Trafford,Goalkeeper,England,10/10/2002,197,\N
881,Bertrand Traoré,Forward,Burkina Faso,06/09/1995,181,\N
882,Trézéguet,Midfielder,Egypt,01/10/1994,180,\N
883,Trincão,Forward,Portugal,29/12/1999,184,\N
884,Kieran Trippier,Defender,England,19/09/1990,178,71
885,William Troost-Ekong,Defender,Nigeria,01/09/1993,191,\N
886,Leandro Trossard,Forward,Belgium,04/12/1994,171,61
887,Nathan Trott,Goalkeeper,England,21/11/1998,188,\N
888,Auston Trusty,Defender,United States,12/08/1998,191,\N
889,Tom Trybull,Midfielder,Germany,09/03/1993,181,\N
890,Konstantinos Tsimikas,Defender,Greece,12/05/1996,178,77
891,Antef Tsoungui,Defender,England,30/12/2002,\N,\N
892,Axel Tuanzebe,Defender,England,14/11/1997,186,75
893,Ozan Tufan,Midfielder,Turkey,23/03/1995,179,\N
894,Ed Turns,Defender,Wales,18/10/2002,\N,\N
895,Harry Tyrer,Goalkeeper,England,06/12/2001,\N,\N
896,Christos Tzolis,Forward,Greece,30/01/2002,179,\N
897,Iké Ugbo,Forward,Canada,21/09/1998,184,\N
898,Deniz Undav,Forward,Germany,19/07/1996,179,86
899,Cengiz Ünder,Forward,Turkey,14/07/1997,173,\N
900,Harvey Vale,Midfielder,England,11/09/2003,\N,\N
901,Joel Valencia,Forward,Ecuador,16/11/1994,164,\N
902,Yan Valery,Defender,Tunisia,22/02/1999,180,\N
903,Patrick van Aanholt,Defender,Netherlands,29/08/1990,176,\N
904,Donny van de Beek,Midfielder,Netherlands,18/04/1997,184,76
905,Sepp van den Berg,Defender,Netherlands,20/12/2001,189,\N
906,Virgil van Dijk,Defender,Netherlands,08/07/1991,193,92
907,Jan Paul van Hecke,Defender,Netherlands,08/06/2000,\N,\N
908,Mikki van Sas,Goalkeeper,Netherlands,29/02/2004,\N,\N
909,Raphaël Varane,Defender,France,25/04/1993,191,81
910,Jamie Vardy,Forward,England,11/01/1987,179,74
911,Indiana Vassilev,Midfielder,United States,16/02/2001,173,\N
912,Joël Veltman,Defender,Netherlands,15/01/1992,184,75
913,Jannik Vestergaard,Defender,Denmark,03/08/1992,199,98
914,Vitinha,Midfielder,Portugal,13/02/2000,172,\N
915,Nikola Vlasic,Midfielder,Croatia,04/10/1997,178,\N
916,Jake Vokins,Defender,England,17/03/2000,180,\N
917,Mario Vrancic,Midfielder,Bosnia & Herzegovina,23/05/1989,187,\N
918,Matej Vydra,Midfielder,Czech Republic,01/05/1992,180,\N
919,Theo Walcott,Forward,England,16/03/1989,176,68
920,Jake Walker,Defender,England,03/11/2000,\N,\N
921,Kyle Walker-Peters,Defender,England,13/04/1997,173,62
922,Sam Waller,Goalkeeper,England,09/09/2003,\N,\N
923,Christian Walton,Goalkeeper,England,09/11/1995,182,\N
924,Aaron Wan-Bissaka,Defender,England,26/11/1997,183,72
925,Wanya Marçal-Madivadua,Midfielder,Portugal,19/10/2002,\N,\N
926,Joel Ward,Defender,England,29/10/1989,188,83
927,James Ward-Prowse,Midfielder,England,01/11/1994,173,66
928,Ollie Watkins,Forward,England,30/12/1995,180,70
929,Caleb Watts,Midfielder,Australia,16/01/2002,171,\N
930,Adam Webster,Defender,England,04/01/1995,191,75
931,Wout Weghorst,Forward,Netherlands,07/08/1992,197,\N
932,Jensen Weir,Midfielder,England,31/01/2002,184,\N
933,Danny Welbeck,Forward,England,26/11/1990,185,73
934,Reece Welch,Defender,England,19/09/2003,\N,\N
935,Jack Wells-Morrison,Midfielder,England,18/02/2004,\N,\N
936,Timo Werner,Forward,Germany,06/03/1996,180,\N
937,Wesley,Forward,Brazil,26/11/1996,191,\N
938,Ashley Westwood,Midfielder,England,01/04/1990,175,\N
939,Charlie Whitaker,Midfielder,England,16/09/2003,\N,\N
940,Ben White,Defender,England,08/10/1997,186,78
941,Alfie Whiteman,Goalkeeper,England,02/10/1998,189,\N
942,Connor Wickham,Forward,England,31/03/1993,191,\N
943,Georginio Wijnaldum,Midfielder,Netherlands,11/11/1990,175,\N
944,Dylan Williams,Defender,England,13/09/2003,\N,\N
945,Willian,Forward,Brazil,09/08/1988,174,76
946,Willian José,Forward,Brazil,23/11/1991,189,\N
947,Joe Willock,Midfielder,England,20/08/1999,179,71
948,Ben Wilmot,Defender,England,04/11/1999,188,\N
949,Harry Wilson,Midfielder,Wales,22/03/1997,173,70
950,Josh Wilson-Esbrand,Defender,England,26/12/2002,\N,\N
951,Harry Winks,Midfielder,England,02/02/1996,178,\N
952,Yoane Wissa,Midfielder,DR Congo,03/09/1996,176,74
953,Max Woltman,Forward,England,20/08/2003,\N,\N
954,Chris Wood,Forward,New Zealand,07/12/1991,191,81
955,Sam Woods,Defender,England,11/09/1998,\N,\N
956,Callum Wright,Midfielder,England,02/05/2000,\N,\N
957,Xande Silva,Forward,Portugal,16/03/1997,177,\N
958,Granit Xhaka,Midfielder,Switzerland,27/09/1992,186,80
959,Yan Couto,Defender,Brazil,03/06/2002,168,\N
960,Romaric Yapi,Defender,France,13/07/2000,178,\N
961,Andrii Yarmolenko,Forward,Ukraine,23/10/1989,189,\N
962,Brad Young,Midfielder,England,06/01/2003,\N,\N
963,Nathan Young-Coombes,Forward,England,15/01/2003,\N,\N
964,Wilfried Zaha,Forward,Cote D’Ivoire,10/11/1992,180,66
965,Jan Zamburek,Midfielder,Czech Republic,13/02/2001,182,\N
966,Zanka,Defender,Denmark,23/04/1990,191,79
967,Davide Zappacosta,Defender,Italy,11/06/1992,185,\N
968,Andi Zeqiri,Forward,Switzerland,22/06/1999,181,\N
969,Zidane Iqbal,Midfielder,Iraq,27/04/2003,\N,\N
970,Karlo Ziger,Goalkeeper,Croatia,11/05/2001,\N,\N
971,Christoph Zimmermann,Defender,Germany,12/01/1993,194,\N
972,Oleksandr Zinchenko,Midfielder,Ukraine,15/12/1996,175,64
973,Philip Zinckernagel,Forward,Denmark,16/12/1994,175,\N
974,Hakim Ziyech,Midfielder,Morocco,19/03/1993,180,65
975,Kurt Zouma,Defender,France,27/10/1994,190,96
976,Oliwier Zych,Goalkeeper,Poland,28/06/2004,\N,\N
977,Martin Ødegaard,Midfielder,Norway,17/12/1998,178,68
978,Adam Lewis,Defender,England,08/11/1999,175,\N
979,Tosin Adarabioyo,Defender,England,24/09/1997,196,80
980,Dennis Adeniran,Midfielder,England,02/01/1999,180,\N
981,Adrien Silva,Midfielder,Portugal,15/03/1989,171,\N
982,Oladapo Afolayan,Forward,England,11/09/1997,180,\N
983,Ahmed Hegazy,Defender,Egypt,25/01/1991,193,\N
984,Semi Ajayi,Defender,Nigeria,09/11/1993,193,\N
985,Albian Ajeti,Forward,Switzerland,26/02/1997,183,\N
986,Ali Koiki,Defender,England,22/08/1999,\N,\N
987,Frederik Alves,Defender,Denmark,08/11/1999,195,\N
988,Joseph Anang,Goalkeeper,England,08/06/2000,\N,\N
989,Elliot Anderson,Midfielder,Scotland,06/11/2002,179,\N
990,Harry Arter,Midfielder,Ireland,28/12/1989,176,70
991,Finn Azaz,Midfielder,Ireland,07/09/2000,185,\N
992,Leighton Baines,Defender,England,11/12/1984,170,\N
993,George Baldock,Defender,Greece,09/03/1993,178,\N
994,Dan Ballard,Defender,Northern Ireland,22/09/1999,187,\N
995,Jamal Baptiste,Defender,England,11/11/2003,\N,\N
996,Daniel Barlaser,Midfielder,England,18/01/1997,184,\N
997,Kyle Bartley,Defender,England,22/05/1991,185,\N
998,Chris Basham,Defender,England,20/07/1988,190,\N
999,Jack Bearne,Midfielder,England,15/09/2001,\N,\N
1000,Ryan Bennett,Defender,England,06/03/1990,188,\N
1001,Nabil Bentaleb,Midfielder,Algeria,24/11/1994,187,\N
1002,Sander Berge,Midfielder,Norway,14/02/1998,195,\N
1003,Bernardo Rosa,Defender,Brazil,20/09/2000,\N,\N
1004,Jayden Bogle,Defender,England,27/07/2000,178,\N
1005,Tolaji Bola,Defender,England,04/01/1999,188,\N
1006,Yannick Bolasie,Forward,DR Congo,24/05/1989,188,\N
1007,Jonathan Bond,Goalkeeper,England,19/05/1993,196,\N
1008,Sofiane Boufal,Midfielder,Morocco,17/09/1993,170,\N
1009,Morgan Boyes,Defender,Wales,22/04/2001,177,\N
1010,Claudio Bravo,Goalkeeper,Chile,13/04/1983,184,\N
1011,Rhian Brewster,Forward,England,01/04/2000,180,\N
1012,George Broadbent,Midfielder,England,30/09/2000,188,\N
1013,Zak Brunt,Midfielder,England,17/11/2001,\N,\N
1014,Joe Bryan,Defender,England,17/09/1993,173,\N
1015,Hugo Bueno,Defender,Spain,18/09/2002,180,\N
1016,Oliver Burke,Forward,Scotland,07/04/1997,188,\N
1017,Robbie Burton,Midfielder,Wales,26/12/1999,176,\N
1018,David Button,Goalkeeper,England,27/02/1989,191,\N
1019,Oskar Buur,Defender,Denmark,31/03/1998,180,\N
1020,Tom Cairney,Midfielder,Scotland,20/01/1991,186,84
1021,Guido Carrillo,Forward,Argentina,25/05/1991,191,\N
1022,Lewis Cass,Defender,England,27/02/2000,\N,\N
1023,Cyrus Christie,Defender,Ireland,30/09/1992,188,\N
1024,Leon Clarke,Forward,England,10/02/1985,188,\N
1025,Thomas Clayton,Defender,Scotland,27/12/2000,\N,\N
1026,Ismaila Coulibaly,Midfielder,Mali,25/12/2000,183,\N
1027,Josh Cullen,Midfielder,Ireland,07/04/1996,175,\N
1028,Kevin Danso,Defender,Austria,19/09/1998,190,\N
1029,Bobby De Cordova-Reid,Forward,Jamaica,02/02/1993,170,68
1030,Luca de la Torre,Midfielder,United States,23/05/1998,177,\N
1031,Fousseni Diabaté,Midfielder,Mali,18/10/1995,175,\N
1032,Cheikh Diaby,Forward,France,07/03/2000,\N,\N
1033,Mbaye Diagne,Forward,Senegal,28/10/1991,191,\N
1034,Mamadou Dialla Sylla,Midfielder,Spain,26/01/2003,179,\N
1035,Grady Diangana,Midfielder,England,19/04/1998,180,\N
1036,Alpha Richard Dionkou,Defender,Senegal,10/10/2001,183,\N
1037,Mikkel Diskerud,Midfielder,United States,02/10/1990,184,\N
1038,Barry Douglas,Defender,Scotland,04/09/1989,176,\N
1039,Jake Eastwood,Goalkeeper,England,03/10/1996,193,\N
1040,Ryan Edmondson,Forward,England,20/05/2001,188,\N
1041,Kyle Edwards,Midfielder,England,17/02/1998,172,\N
1042,John Egan,Defender,Ireland,20/10/1992,185,\N
1043,Elias Sørensen,Forward,Denmark,18/09/1999,\N,\N
1044,Ulrick Eneme-Ella,Forward,Gabon,22/05/2001,184,\N
1045,Fábio Carvalho,Midfielder,Portugal,30/08/2002,\N,\N
1046,Fabri,Goalkeeper,Spain,31/12/1987,184,\N
1047,Josh Felix-Eppiah,Forward,Belgium,11/10/1998,179,\N
1048,Nathan Ferguson,Defender,England,06/10/2000,178,74
1049,Federico Fernández,Defender,Argentina,21/02/1989,190,\N
1050,Sam Field,Midfielder,England,08/05/1998,191,\N
1051,John Fleck,Midfielder,Scotland,24/08/1991,170,\N
1052,Wes Foderingham,Goalkeeper,England,14/01/1991,185,\N
1053,Timothy Fosu-Mensah,Defender,Netherlands,02/01/1998,185,\N
1054,Juan Foyth,Defender,Argentina,12/01/1998,179,\N
1055,Tyrese Francois,Midfielder,Australia,16/07/2000,166,\N
1056,Luke Freeman,Midfielder,England,22/03/1992,181,\N
1057,Darnell Furlong,Defender,England,31/10/1995,183,\N
1058,Tony Gallacher,Defender,Scotland,23/07/1999,173,\N
1059,Taylor Gardner-Hickman,Defender,England,30/12/2001,\N,\N
1060,Paulo Gazzaniga,Goalkeeper,Argentina,02/01/1992,196,\N
1061,Gedson Fernandes,Midfielder,Portugal,09/01/1999,183,\N
1062,Kieran Gibbs,Defender,England,26/09/1989,181,\N
1063,Gonçalo Cardoso,Defender,Portugal,21/10/2000,189,\N
1064,Mace Goodridge,Midfielder,England,13/09/1999,180,\N
1065,John-Kymani Gordon,Forward,England,13/02/2003,\N,\N
1066,Robbie Gotts,Midfielder,England,09/11/1999,177,\N
1067,Sam Graham,Defender,England,13/08/2000,\N,\N
1068,Kamil Grosicki,Midfielder,Poland,08/06/1988,180,\N
1069,Jay-Roy Grot,Forward,Netherlands,13/03/1998,193,\N
1070,Antwoine Hackford,Forward,England,20/03/2004,\N,\N
1071,Sébastien Haller,Forward,Cote D’Ivoire,22/06/1994,190,\N
1072,Joseph Hardy,Forward,England,26/09/1998,170,\N
1073,George Harmon,Defender,England,08/12/2000,\N,\N
1074,Rekeem Harper,Midfielder,England,08/03/2000,188,\N
1075,Jayden Harris,Midfielder,England,04/09/1999,\N,\N
1076,Kaine Hayden,Midfielder,England,25/05/2003,\N,\N
1077,Michael Hector,Defender,Jamaica,19/07/1992,193,\N
1078,George Hirst,Forward,England,15/02/1999,191,\N
1079,Bryce Hosannah,Defender,England,08/04/1999,\N,\N
1080,Liam Hughes,Goalkeeper,Northern Ireland,19/08/2001,\N,\N
1081,Odion Ighalo,Forward,Nigeria,16/06/1989,181,\N
1082,Ryan Inniss,Defender,England,05/06/1995,196,\N
1083,Ivan Cavaleiro,Forward,Portugal,18/10/1993,175,\N
1084,Branislav Ivanovic,Defender,Serbia,22/02/1984,185,\N
1085,Phil Jagielka,Defender,England,17/08/1982,180,\N
1086,Sylvester Jasper,Forward,Bulgaria,13/09/2001,\N,\N
1087,Daniel Jebbison,Forward,England,11/07/2003,190,\N
1088,Lukas Jensen,Goalkeeper,Denmark,18/03/1999,198,\N
1089,Roberto Jiménez,Goalkeeper,Spain,10/02/1986,192,\N
1090,Stefan Johansen,Midfielder,Norway,08/01/1991,182,\N
1091,Darnell Johnson,Defender,England,03/09/1998,\N,\N
1092,Sam Johnstone,Goalkeeper,England,25/03/1993,193,85
1093,Jota,Midfielder,Spain,16/06/1991,180,\N
1094,Aboubakar Kamara,Forward,Mauritania,07/03/1995,177,\N
1095,Beram Kayal,Midfielder,Israel,02/05/1988,178,\N
1096,Neeskens Kebano,Midfielder,DR Congo,10/03/1992,170,65
1097,Cédric Kipré,Defender,Cote D’Ivoire,09/12/1996,193,\N
1098,Anthony Knockaert,Midfielder,France,20/11/1991,172,69
1099,Terence Kongolo,Defender,Netherlands,14/02/1994,188,\N
1100,Filip Krovinovic,Midfielder,Croatia,29/08/1995,175,\N
1101,Yasser Larouci,Defender,France,01/01/2001,176,\N
1102,Henry Lawrence,Defender,England,21/09/2001,\N,\N
1103,Valentino Lazaro,Defender,Austria,24/03/1996,180,\N
1104,Maxime Le Marchand,Defender,France,11/10/1989,185,\N
1105,Jonathan Leko,Forward,England,24/04/1999,182,\N
1106,George Lewis,Forward,Rwanda,16/06/2000,\N,\N
1107,Jake Livermore,Midfielder,England,14/11/1989,181,\N
1108,Ryan Longman,Forward,England,06/11/2000,180,\N
1109,Luis Longstaff,Midfielder,England,24/02/2001,168,\N
1110,Dejan Lovren,Defender,Croatia,05/07/1989,188,\N
1111,Max Lowe,Defender,England,11/05/1997,175,\N
1112,Luca Ashby-Hammond,Goalkeeper,England,25/03/2001,\N,\N
1113,John Lundstram,Midfielder,England,18/02/1994,181,\N
1114,Ian Maatsen,Defender,Netherlands,10/03/2002,167,\N
1115,Matt Macey,Goalkeeper,England,09/09/1994,205,\N
1116,Wanya Madavidua,Midfielder,England,\N,\N,\N
1117,Jacob Maddox,Midfielder,England,03/11/1998,179,\N
1118,Josh Maja,Forward,Nigeria,27/12/1998,180,\N
1119,George Marsh,Midfielder,England,05/11/1998,178,\N
1120,David Martin,Goalkeeper,England,22/01/1986,185,\N
1121,Matheus Pereira,Midfielder,Brazil,05/05/1996,175,\N
1122,Alfie Mawson,Defender,England,19/01/1994,189,\N
1123,Oliver McBurnie,Forward,Scotland,04/06/1996,188,\N
1124,Luke McCormick,Midfielder,England,21/01/1999,\N,\N
1125,Kevin McDonald,Midfielder,Scotland,04/11/1988,192,\N
1126,George McEachran,Midfielder,England,30/08/2000,172,\N
1127,David McGoldrick,Forward,Ireland,29/11/1987,183,\N
1128,Mark McGuinness,Defender,Ireland,05/01/2001,194,\N
1129,Zech Medley,Defender,England,09/07/2000,195,\N
1130,D'Mani Mellor,Forward,England,20/09/2000,180,\N
1131,Max Meyer,Midfielder,Germany,18/09/1995,173,\N
1132,Kamil Miazek,Goalkeeper,Poland,15/08/1996,192,\N
1133,Liam Millar,Forward,Canada,27/09/1999,176,\N
1134,Aleksandar Mitrovic,Forward,Serbia,16/09/1994,189,90
1135,Henrikh Mkhitaryan,Midfielder,Armenia,21/01/1989,177,\N
1136,Martín Montoya,Defender,Spain,14/04/1991,175,\N
1137,Simon Moore,Goalkeeper,England,19/05/1990,191,\N
1138,Aaron Mooy,Midfielder,Australia,15/09/1990,175,\N
1139,Lys Mousset,Forward,France,08/02/1996,184,\N
1140,Admiral Muskwe,Forward,Zimbabwe,21/08/1998,183,\N
1141,Shkodran Mustafi,Defender,Germany,17/04/1992,184,\N
1142,Iliman Ndiaye,Midfielder,Senegal,06/03/2000,180,\N
1143,Magnus Norman,Goalkeeper,England,19/01/1997,192,\N
1144,Rhys Norrington-Davies,Defender,Wales,22/04/1999,181,\N
1145,Oliver Norwood,Midfielder,Northern Ireland,12/04/1991,180,\N
1146,Jack O'Connell,Defender,England,29/03/1994,190,\N
1147,Warren O'Hora,Defender,Ireland,19/04/1999,\N,\N
1148,Matt O'Riley,Midfielder,Denmark,21/11/2000,\N,\N
1149,Dara O'Shea,Defender,Ireland,04/03/1999,188,\N
1150,Denis Odoi,Defender,Ghana,27/05/1988,178,\N
1151,Jubril Okedina,Defender,England,26/10/2000,\N,\N
1152,Ola Aina,Defender,Nigeria,08/10/1996,184,\N
1153,James Olayinka,Midfielder,England,05/10/2000,\N,\N
1154,Josh Onomah,Midfielder,England,27/04/1997,185,70
1155,Jerome Opoku,Defender,England,14/10/1998,194,\N
1156,Ben Osborn,Midfielder,England,05/08/1994,176,\N
1157,William Osula,Forward,Denmark,04/08/2003,\N,\N
1158,Nicolás Otamendi,Defender,Argentina,12/02/1988,183,\N
1159,Mesut Özil,Midfielder,Germany,15/10/1988,180,\N
1160,Sokratis Papastathopoulos,Defender,Greece,09/06/1988,186,\N
1161,Mario Pasalic,Midfielder,Croatia,09/02/1995,188,\N
1162,Pedro,Forward,Spain,28/07/1987,169,\N
1163,Lee Peltier,Defender,England,11/12/1986,178,\N
1164,Pepe Reina,Goalkeeper,Spain,31/08/1982,188,\N
1165,Brandon Pierrick,Forward,England,10/12/2001,182,\N
1166,Arnau Puigmal,Midfielder,Spain,10/01/2001,173,\N
1167,Sandro Ramírez,Forward,Spain,09/07/1995,175,\N
1168,Tim Ream,Defender,United States,05/10/1987,186,80
1169,Harrison Reed,Midfielder,England,27/01/1995,181,72
1170,Dominic Revan,Defender,England,19/09/2000,\N,\N
1171,Antonee Robinson,Defender,United States,08/08/1997,183,70
1172,Hal Robson-Kanu,Forward,Wales,21/05/1989,183,\N
1173,Marek Rodák,Goalkeeper,Slovakia,13/12/1996,194,81
1174,Jack Rodwell,Midfielder,England,11/03/1991,188,\N
1175,Marcos Rojo,Defender,Argentina,20/03/1990,186,\N
1176,Austin Samuels,Forward,England,20/11/2000,\N,\N
1177,Max Sanders,Midfielder,England,04/01/1999,175,\N
1178,Leroy Sané,Forward,Germany,11/01/1996,183,\N
1179,Romaine Sawyers,Midfielder,St. Kitts & Nevis,02/11/1991,175,\N
1180,Ezequiel Schelotto,Defender,Argentina,23/05/1989,187,\N
1181,Jean Michaël Seri,Midfielder,Cote D’Ivoire,19/07/1991,168,\N
1182,Femi Seriki,Defender,England,28/04/2002,183,\N
1183,Steven Sessegnon,Defender,England,18/05/2000,175,\N
1184,Billy Sharp,Forward,England,05/02/1986,175,\N
1185,Conor Shaughnessy,Midfielder,Ireland,30/06/1996,191,\N
1186,Saul Shotton,Defender,England,10/11/2000,184,\N
1187,Djibril Sidibé,Defender,France,29/07/1992,182,\N
1188,David Silva,Midfielder,Spain,08/01/1986,170,\N
1189,Regan Slater,Midfielder,England,11/09/1999,173,\N
1190,Islam Slimani,Forward,Algeria,18/06/1988,188,\N
1191,Chris Smalling,Defender,England,22/11/1989,194,\N
1192,Matt Smith,Midfielder,England,05/10/2000,176,\N
1193,Robert Snodgrass,Midfielder,Scotland,07/09/1987,182,\N
1194,Jamie Soule,Forward,England,26/11/2000,\N,\N
1195,Jack Spong,Midfielder,England,04/02/2002,\N,\N
1196,Jay Stansfield,Forward,England,24/11/2002,\N,\N
1197,Maarten Stekelenburg,Goalkeeper,Netherlands,22/09/1982,197,\N
1198,Raheem Sterling,Forward,England,08/12/1994,170,69
1199,Jordan Stevens,Midfielder,England,25/03/2000,178,\N
1200,Layton Stewart,Forward,England,03/09/2002,\N,\N
1201,Nikola Tavares,Defender,Croatia,17/01/1999,\N,\N
1202,Martell Taylor-Crossdale,Forward,England,26/12/1999,\N,\N
1203,Kenny Tete,Defender,Netherlands,09/10/1995,180,71
1204,Max Thompson,Forward,England,09/02/2002,\N,\N
1205,Rayhaan Tulloch,Forward,England,20/01/2001,178,\N
1206,Marco van Ginkel,Midfielder,Netherlands,01/12/1992,180,\N
1207,Michael Verrips,Goalkeeper,Netherlands,03/12/1996,195,\N
1208,Jan Vertonghen,Defender,Belgium,24/04/1987,189,\N
1209,Michel Vorm,Goalkeeper,Netherlands,20/10/1983,183,\N
1210,Neco Williams,Defender,Wales,13/04/2001,183,72
1211,Jack Wilshere,Midfielder,England,01/01/1992,172,\N
1212,Ben Winterbottom,Goalkeeper,England,16/07/2001,\N,\N
1213,DeAndre Yedlin,Defender,United States,09/07/1993,172,\N
1214,Okay Yokuslu,Midfielder,Turkey,09/03/1994,190,\N
1215,Maya Yoshida,Defender,Japan,24/08/1988,189,\N
1216,André-Frank Zambo Anguissa,Midfielder,Cameroon,16/11/1995,184,\N
1217,Richairo Zivkovic,Forward,Netherlands,05/09/1996,187,\N
1218,Kenneth Zohore,Forward,Denmark,31/01/1994,189,\N
1219,Albert Adomah,Midfielder,Ghana,13/12/1987,185,\N
1220,Daniel Adshead,Midfielder,England,02/09/2001,167,\N
1221,Benik Afobe,Forward,DR Congo,12/02/1993,183,\N
1222,Daniel Agyei,Forward,England,01/06/1997,183,\N
1223,Soufyan Ahannach,Midfielder,Netherlands,09/09/1995,179,\N
1224,Allan,Midfielder,Brazil,03/03/1997,175,\N
1225,Ibrahim Amadou,Midfielder,France,06/04/1993,183,\N
1226,Luke Amos,Midfielder,England,23/02/1997,179,\N
1227,Marko Arnautovic,Forward,Austria,19/04/1989,192,\N
1228,Daniel Arzani,Forward,Australia,04/01/1999,171,\N
1229,Benny Ashley-Seal,Forward,England,21/11/1998,\N,\N
1230,Daniel Atherton,Goalkeeper,England,18/12/1999,\N,\N
1231,Charlie Austin,Forward,England,05/07/1989,188,\N
1232,Owen Bailey,Defender,England,22/01/1999,\N,\N
1233,Ben Barclay,Defender,England,07/10/1996,187,\N
1234,Antonio Barreca,Defender,Italy,18/03/1995,183,\N
1235,Calvin Bassey,Defender,Nigeria,31/12/1999,185,\N
1236,Danny Batth,Defender,England,21/09/1990,191,\N
1237,Gavin Bazunu,Goalkeeper,Ireland,20/02/2002,189,79
1238,Yohan Benalouane,Defender,Tunisia,28/03/1987,185,\N
1239,Jayden Bennetts,Midfielder,England,26/06/2001,\N,\N
1240,Philip Billing,Midfielder,Denmark,11/06/1996,193,83
1241,Birkir Bjarnason,Midfielder,Iceland,27/05/1988,183,\N
1242,Joshua Bohui,Forward,England,03/03/1999,180,\N
1243,Gaëtan Bong,Defender,Cameroon,25/04/1988,187,\N
1244,Borja Bastón,Forward,Spain,25/08/1992,186,\N
1245,Artur Boruc,Goalkeeper,Poland,20/02/1980,193,\N
1246,James Bree,Defender,England,11/12/1997,172,\N
1247,Miguel Britos,Defender,Uruguay,17/07/1985,188,\N
1248,David Brooks,Midfielder,Wales,08/07/1997,173,62
1249,Isaiah Brown,Midfielder,England,07/01/1997,182,\N
1250,Bruno,Defender,Spain,01/10/1980,181,\N
1251,Kean Bryan,Defender,England,01/11/1996,185,\N
1252,Marcin Bulka,Goalkeeper,Poland,04/10/1999,199,\N
1253,Mark Bunn,Goalkeeper,England,16/11/1984,183,\N
1254,Rocky Bushiri,Defender,Belgium,30/11/1999,186,\N
1255,Matt Butcher,Midfielder,England,14/05/1997,188,\N
1256,Jack Bycroft,Goalkeeper,England,21/09/2001,\N,\N
1257,Víctor Camarasa,Midfielder,Spain,28/05/1994,183,\N
1258,Brennan Camp,Defender,Scotland,12/10/2000,\N,\N
1259,Etienne Capoue,Midfielder,France,11/07/1988,189,\N
1260,Tom Carroll,Midfielder,England,28/05/1992,177,\N
1261,Samir Carruthers,Midfielder,Ireland,04/04/1993,173,\N
1262,Petr Cech,Goalkeeper,Czech Republic,20/05/1982,196,\N
1263,James Chester,Defender,Wales,23/01/1989,180,\N
1264,Chicharito,Forward,Mexico,01/06/1988,175,\N
1265,Pedro Chirivella,Midfielder,Spain,23/05/1997,178,\N
1266,Isaac Christie-Davies,Midfielder,Wales,18/10/1997,188,\N
1267,Mitchell Clark,Defender,Wales,13/03/1999,\N,\N
1268,Matt Clarke,Defender,England,22/09/1996,185,83
1269,Jordy Clasie,Midfielder,Netherlands,27/06/1991,169,\N
1270,Jack Colback,Midfielder,England,24/10/1989,177,77
1271,Will Collar,Midfielder,England,03/02/1997,181,\N
1272,Steve Cook,Defender,England,19/04/1991,185,82
1273,Paul Coutts,Midfielder,Scotland,22/07/1988,183,\N
1274,Martin Cranie,Defender,England,26/09/1986,183,\N
1275,Aaron Cresswell,Defender,England,15/12/1989,170,66
1276,Andrew Crofts,Midfielder,Wales,29/05/1984,175,\N
1277,Peter Crouch,Forward,England,30/01/1981,201,\N
1278,Cuco Martina,Defender,Curacao,25/09/1989,185,\N
1279,James Daly,Forward,England,12/01/2000,\N,\N
1280,Charlie Daniels,Defender,England,07/09/1986,178,\N
1281,Danilo,Defender,Brazil,15/07/1991,184,\N
1282,Arnaut Danjuma,Forward,Netherlands,31/01/1997,178,\N
1283,Matteo Darmian,Defender,Italy,02/12/1989,182,\N
1284,Archie Davies,Defender,England,07/10/1998,\N,\N
1285,Jonathan De Bie,Goalkeeper,Belgium,28/05/2000,\N,\N
1286,Jermain Defoe,Forward,England,07/10/1982,171,\N
1287,Steven Defour,Midfielder,Belgium,15/04/1988,173,\N
1288,Mousa Dembélé,Midfielder,Belgium,16/07/1987,185,\N
1289,Jason Denayer,Defender,Belgium,28/06/1995,184,\N
1290,Leander Dendoncker,Midfielder,Belgium,15/04/1995,188,83
1291,Will Dennis,Goalkeeper,England,10/07/2000,\N,\N
1292,Gerard Deulofeu,Forward,Spain,13/03/1994,177,\N
1293,Mohamed Diamé,Midfielder,Senegal,14/06/1987,184,\N
1294,Brahim Díaz,Midfielder,Spain,03/08/1999,171,\N
1295,Mihai-Alexandru Dobre,Midfielder,Romania,30/08/1998,185,\N
1296,Jake Doyle-Hayes,Midfielder,Ireland,30/12/1998,\N,\N
1297,Luke Dreher,Midfielder,England,27/11/1998,184,\N
1298,Ondrej Duda,Midfielder,Slovakia,05/12/1994,181,\N
1299,Bobby Duncan,Forward,England,26/06/2001,\N,\N
1300,Ovie Ejaria,Midfielder,England,18/11/1997,183,\N
